pl_name,pl_letter,hostname,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_trandep,pl_trandur,pl_ratror,pl_ratdor,pl_imppar,disc_year,discoverymethod,disc_facility,disc_telescope,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_met,st_rotp,st_spectype,sy_snum,sy_pnum,sy_mnum,sy_dist,ra,dec,rastr,decstr,glat,glon,x,y,z,cb_flag,pl_controv_flag,tran_flag,rv_flag,ttv_flag,sy_vmag,sy_kmag,sy_gaiamag,sy_tmag,tic_id,gaia_dr3_id,star_class,planet_type,planet_subtype,habitability_score,distance_display,period_display,mass_display,radius_display,x_pc,y_pc,z_pc,distance_ly,is_habitable_zone,is_earth_like
HD 28109 d,d,HD 28109,3.25,0.28994608,5.681,0.01787442,Mass,0.909,506.5,17.3745,84.25999,0.411,0.0864,89.682,0.0489,10.13,0.01999,,0.339,2022,Transit,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,6120.0,1.446,1.26,0.45579,4.13,1.1,0.62114,0.0,,F8/G0 V,1,3,0,139.611,65.2383065,-68.1026875,04h20m57.19s,-68d06m09.68s,-38.73361,280.67988,0.1562058659259376,0.3386549121343658,-0.9278537481400788,0,0,1,1,1,9.42,8.175,9.29976,8.9387,TIC 29781292,Gaia DR3 4668163021600295552,F,Sub-Neptune,Mini-Neptune,15.0,455 light-years,2.8 months,5.7 Earth masses,3.2 Earth radii,21.808057147786073,47.27995093799095,-129.53858963158453,455.34965315999995,False,False
Kepler-717 b,b,Kepler-717,2.42,0.21589794,6.44,0.0203,M-R relationship,2.5,1139.0,398.0,4.40840023,0.052,0.0,74.9,0.05494,4.933,0.026053,3.45,0.04,2016,Transit,Kepler,0.95 m Kepler Telescope,5485.0,0.85,0.88,0.60439,4.53,4.37,0.03994,-0.12,,,1,1,0,2805.48,292.9655071,43.346345,19h31m51.72s,+43d20m46.84s,11.50324,75.99435,0.2837435791558757,-0.669578434941611,0.6864068041248979,0,0,1,0,0,15.756,13.996,15.6239,15.1332,TIC 240183442,Gaia DR3 2125888419299436800,,Sub-Neptune,Lava World,10.0,9.2k light-years,4.4 days,6.4 Earth masses,2.4 Earth radii,796.0369364502262,-1878.4889076599907,1925.7005608363183,9150.2413488,False,False
Kepler-1566 b,b,Kepler-1566,0.79,0.07047908,0.418,0.00131,M-R relationship,4.66,1871.0,2340.984,0.539915238,0.01198,0.0,85.27,0.0097,1.139,0.009235,3.692,0.0776,2016,Transit,Kepler,0.95 m Kepler Telescope,5254.0,0.81,0.84,-0.43675,4.56,5.01,1.91,-0.07,,,1,1,0,466.586,283.5875459,40.5749018,18h54m21.01s,+40d34m29.65s,16.73832,70.4559,0.1784431983197124,-0.7382979096663521,0.650441558908813,0,0,1,0,0,14.564,12.435,14.3122,13.7552,TIC 237191392,Gaia DR3 2103579397088495616,,Sub-Earth,Lava World,20.0,1.5k light-years,13.0 hours,0.4 Earth masses,0.79 Earth radii,83.25909813120133,-344.47946847958457,303.48692520502743,1521.79823416,False,False
Kepler-1022 b,b,Kepler-1022,2.36,0.2105451,6.17,0.0194,M-R relationship,2.58,512.0,19.258,10.99469878,0.0805,0.0,89.71,0.08847,1.6434,0.031603,27.9,0.265,2016,Transit,Kepler,0.95 m Kepler Telescope,4445.0,0.68,0.71,-0.85831,4.64,3.63,22.3991,0.06,,,1,1,0,420.042,289.3520595,46.9736345,19h17m24.49s,+46d58m25.08s,15.34767,78.26128,0.226106523113517,-0.6437830860509977,0.7310397925695771,0,0,1,0,0,15.758,12.821,15.3772,14.6155,TIC 159051188,Gaia DR3 2127788822067165824,,Sub-Neptune,Mini-Neptune,10.0,1.4k light-years,11.0 days,6.2 Earth masses,2.4 Earth radii,94.97423618164791,-270.41593503103314,307.0674165505103,1369.9921855199998,False,False
HD 75784 b,b,HD 75784,13.8,1.23,317.83,1.0,Msini,0.665,,,341.2,1.032,0.097,,,,,,,2014,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,4867.0,3.4,1.26,0.756,3.46,4.0,,0.25,,G5,1,2,0,85.4321,133.0992289,13.2330548,08h52m23.81s,+13d13m59.00s,32.73091,214.28167,-0.6651212405702376,0.7107832304242198,0.2289125044422392,0,0,0,1,0,7.84,5.502,7.5599,6.9671,TIC 46310554,Gaia DR3 608182831000585728,G,Gas Giant,Jovian,20.0,279 light-years,11.4 months,318 Earth masses,1.2 Jupiter radii,-56.822704336520594,60.72370401992499,19.556475970759827,278.641920076,False,False
Kepler-1321 d,d,Kepler-1321,2.62843782,0.23449392,7.41,0.0233,M-R relationship,2.24,509.0,15.84,5.720920086,0.0501,0.0,89.41,0.1316,2.618,0.032418,16.24,0.166,2021,Transit,Kepler,0.95 m Kepler Telescope,3640.0,0.503,0.513,-0.8624,4.744,6.26,2.47495,0.21,,,1,3,0,769.146,294.528597,46.6408737,19h38m06.86s,+46d38m27.15s,12.00174,79.5069,0.2850273150020214,-0.6246090277463286,0.7270646409780389,0,0,1,0,0,17.5054,13.884,16.9282,16.0778,TIC 271165895,Gaia DR3 2128141834020807680,,Sub-Neptune,Mini-Neptune,10.0,2.5k light-years,5.7 days,7.4 Earth masses,2.6 Earth radii,219.22761922454472,-480.41553525497767,559.2188603496946,2508.61582776,False,False
Kepler-1340 b,b,Kepler-1340,1.55,0.13828174,3.02,0.00951,M-R relationship,4.46,2174.0,4793.001,0.665026916,0.01523,0.0,80.48,0.01047,1.7384,0.009623,3.009,0.0038,2016,Transit,Kepler,0.95 m Kepler Telescope,6331.0,1.42,1.27,0.08683,4.24,2.4,1.09,0.07,,,1,1,0,981.779,296.2328099,42.4727965,19h44m55.87s,+42d28m22.07s,8.97851,76.33824,0.3260327711952527,-0.6616294035815176,0.6752400791000998,0,0,1,0,0,15.003,13.24,14.7546,14.2772,TIC 272183546,Gaia DR3 2077219052496826368,,Super-Earth,Lava World,20.0,3.2k light-years,16.0 hours,3.0 Earth masses,1.55 Earth radii,320.092128071304,-649.5738542188587,662.9365296188168,3202.13111524,False,False
HD 73344 c,c,HD 73344,13.5,1.2,118.54999581,0.373,Msini,0.265,,,65.94,0.3388,0.124,,,,,,,2025,Radial Velocity,Multiple Observatories,Multiple Telescopes,6148.0,1.22,1.19,0.26184,4.36,1.15,1.013665,0.16,9.03,F6 V,1,3,0,35.26,129.6894456,23.6852651,08h38m45.47s,+23d41m06.95s,33.43766,201.24412,-0.5848320046187947,0.7046976446550303,0.4017122801100491,0,0,0,1,0,6.89351,5.567,6.7468,6.3687,TIC 175193677,Gaia DR3 666427539629086976,F,Gas Giant,Jovian,15.0,115 light-years,2.2 months,119 Earth masses,1.2 Jupiter radii,-20.6211764828587,24.847638950536364,14.164374996680332,115.00260559999998,False,False
Kepler-742 b,b,Kepler-742,3.24,0.28905344,10.6,0.0332,M-R relationship,1.71,690.0,38.101,8.360868238,0.0744,0.0,88.69,0.20397,2.7016,0.042117,22.93,0.3826,2016,Transit,Kepler,0.95 m Kepler Telescope,4642.0,0.71,0.76,-0.69172,4.62,2.57,3.26173,0.07,,,1,1,0,489.253,283.8659676,46.7896522,18h55m27.83s,+46d47m22.75s,18.762,76.62996,0.1640842319674367,-0.6647265256482298,0.7288449841490916,0,0,1,0,0,15.357,12.817,15.1722,14.4847,TIC 164558468,Gaia DR3 2107547603271136896,,Sub-Neptune,Mini-Neptune,0.0,1.6k light-years,8.4 days,11 Earth masses,3.2 Earth radii,80.27870274276431,-325.21944685297336,356.5895950298955,1595.72801468,False,False
Kepler-936 b,b,Kepler-936,1.45,0.12936034,2.7,0.00849,M-R relationship,4.87,867.0,133.56,10.56134221,0.0954,0.0,83.33,0.02384,2.759,0.014989,8.29,0.0708,2016,Transit,Kepler,0.95 m Kepler Telescope,5482.0,0.89,0.92,-0.19,4.51,4.57,4.40297,0.05,,,1,1,0,823.399,293.5777958,46.7362953,19h34m18.67s,+46d44m10.66s,12.6274,79.29455,0.2741386811820436,-0.6281420724584866,0.728207058663487,0,0,1,0,0,14.84,12.817,14.7886,14.2517,TIC 270619059,Gaia DR3 2128190453050802048,,Super-Earth,Super-Earth,30.0,2.7k light-years,10.6 days,2.7 Earth masses,1.45 Earth radii,225.7255159466135,-517.2115543202455,599.6049638964565,2685.56524244,False,False
TOI-216.01,c,TOI-216,10.1,0.9010632,177.98390792,0.56,Mass,0.76,497.0,10.1,34.525528,0.2069,0.0046,89.84,1.831,3.8206653,0.123,55.07,0.14,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,5026.0,0.748,0.77,-0.44159,4.66,,2.38,0.32,,,1,2,0,177.945,73.9800129,-63.2603301,04h55m55.20s,-63d15m37.19s,-36.91434,273.40948,0.1241704335106505,0.4324643322045184,-0.8930600790611329,0,0,1,0,1,12.324,10.218,12.1631,11.5748,TIC 55652896,Gaia DR3 4664811297844004352,,Gas Giant,Jovian,0.0,580 light-years,1.2 months,178 Earth masses,10.1 Earth radii,22.095507791052704,76.95486559413303,-158.9155757685333,580.3782941999999,False,False
Kepler-748 b,b,Kepler-748,2.52,0.22481934,6.9,0.0217,M-R relationship,2.37,938.0,439.778,7.40742793,0.0745,0.0,89.89,0.0442,3.5804,0.021213,16.137,0.042,2016,Transit,Kepler,0.95 m Kepler Telescope,5934.0,1.1,1.07,0.36017,4.38,3.72,1.44884,0.08,,,1,1,0,1705.99,292.2628779,37.2369732,19h29m03.09s,+37d14m13.10s,9.21589,70.20931,0.3016227696994207,-0.7367916737904439,0.6051129929458847,0,0,1,0,0,15.37,13.603,15.2186,14.7048,TIC 137545963,Gaia DR3 2051722855314502400,,Sub-Neptune,Mini-Neptune,10.0,5.6k light-years,7.4 days,6.9 Earth masses,2.5 Earth radii,514.5654288795147,-1256.9592275697594,1032.31671483575,5564.188744399999,False,False
GJ 367 c,c,GJ 367,1.86,0.166,4.13,0.01299443,Msini,3.53,,,11.5301,,0.09,,,,,,,2023,Radial Velocity,La Silla Observatory,3.6 m ESO Telescope,3522.0,0.458,0.455,-1.5391,4.776,,6.696675,-0.01,51.3,M1.0 V,1,3,0,9.41263,146.121464,-45.7790165,09h44m29.15s,-45d46m44.46s,5.6589,272.24323,-0.579019165821817,0.3887699555483359,-0.7166552359914438,0,0,0,1,0,10.153,5.78,9.15159,8.031941,TIC 34068865,Gaia DR3 5412250540681250560,M,Super-Earth,Super-Earth,32.0,30.7 light-years,11.5 days,4.1 Earth masses,1.86 Earth radii,-5.450093170789409,3.6593477466929327,-6.7456105739501435,30.699857502799997,False,False
Kepler-1349 b,b,Kepler-1349,0.7,0.06244982,0.271,0.000852,M-R relationship,4.34,1668.0,1862.33,2.12823928,0.03421,0.0,88.92,0.00259,3.305,0.004642,4.975,0.098,2016,Transit,Kepler,0.95 m Kepler Telescope,6086.0,1.28,1.16,0.34263,4.29,2.88,0.46,0.03,,,1,1,0,276.323,286.3385562,48.7442697,19h05m21.25s,+48d44m39.37s,17.88953,79.17135,0.1855033910802027,-0.6327910824854446,0.751773860828271,0,0,1,0,0,11.209,9.761,11.0821,10.6625,TIC 405719110,Gaia DR3 2131184938606509952,,Sub-Earth,Lava World,20.0,901 light-years,2.1 days,0.3 Earth masses,0.70 Earth radii,51.25885353345485,-174.8547302856255,207.73240854565032,901.2440438799998,False,False
Kepler-1627 b,b,Kepler-1627,3.69,0.32919975,13.2,0.0415,M-R relationship,1.44,794.0,143.12,7.20283653,0.0643,0.0,89.92,0.18326,2.886,0.040173,20.2,0.028,2016,Transit,Kepler,0.95 m Kepler Telescope,5445.0,0.84,0.87,-0.30321,4.54,4.68,3.00576,-0.1,,,1,1,0,317.437,284.0566675,41.5767277,18h56m13.60s,+41d34m36.22s,16.7796,71.5646,0.1816917552662536,-0.7256675489813627,0.6636224185661975,0,0,1,0,0,13.111,11.194,13.0492,12.5267,TIC 120105470,Gaia DR3 2103737241426734336,,Sub-Neptune,Mini-Neptune,0.0,1.0k light-years,7.2 days,13 Earth masses,3.7 Earth radii,57.67568571645375,-230.35372974599682,210.65830968239806,1035.33982172,False,False
Kepler-394 d,d,Kepler-394,1.50066814,0.13388087,2.86,0.009,M-R relationship,4.65,1165.0,302.0,5.613580227,0.05904,0.0,89.54,0.01623,2.95,0.011749,14.84,0.2618,2021,Transit,Kepler,0.95 m Kepler Telescope,6398.0,1.101,1.141,0.05347,4.411,0.25,1.9638,-0.14,,,1,3,0,1058.72,296.3019792,50.6723115,19h45m12.48s,+50d40m20.32s,12.80293,83.72613,0.2808181025703204,-0.5681428434754127,0.7735340345947795,0,0,1,0,0,14.948,13.384,14.77,14.3437,TIC 27777414,Gaia DR3 2135378231142791808,,Super-Earth,Lava World,20.0,3.5k light-years,5.6 days,2.9 Earth masses,1.50 Earth radii,297.3077415532496,-601.5041912442889,818.955953106185,3453.0788032,False,False
Kepler-1601 b,b,Kepler-1601,0.82,0.0731555,0.477,0.0015,M-R relationship,4.75,1507.0,999.752,2.20921951,0.03281,0.0,89.11,0.00598,2.73,0.007391,7.088,0.11,2016,Transit,Kepler,0.95 m Kepler Telescope,5869.0,1.07,1.04,0.08501,4.4,4.27,0.84,0.05,,,1,1,0,644.456,285.5129496,38.079839,19h02m03.11s,+38d04m47.42s,14.40649,68.65619,0.2105286780949251,-0.7584761654841576,0.6167589335324232,0,0,1,0,0,13.842,12.216,13.6782,13.2278,TIC 120571308,Gaia DR3 2099912182214036608,,Sub-Earth,Lava World,30.0,2.1k light-years,2.2 days,0.5 Earth masses,0.82 Earth radii,135.67646977034306,-488.8045157032583,397.47399526857134,2101.93191136,False,True
Kepler-1751 b,b,Kepler-1751,1.82417378,0.16274216,3.98,0.0125,M-R relationship,3.6,984.0,221.46,7.017310143,0.0712,0.0,87.34,0.02555,3.567,0.015214,12.53,0.581,2021,Transit,Kepler,0.95 m Kepler Telescope,6052.0,0.967,0.974,0.03608,4.456,1.9,0.75604,-0.26,,,1,1,0,1291.47,284.8465476,49.6923412,18h59m23.17s,+49d41m32.43s,19.13301,79.75107,0.1657537962005409,-0.6252955918615508,0.7625818656666459,0,0,1,0,0,15.455,13.784,15.232,14.7743,TIC 48451491,Gaia DR3 2132220334960823552,,Super-Earth,Super-Earth,20.0,4.2k light-years,7.0 days,4.0 Earth masses,1.82 Earth radii,214.06605517911257,-807.5504980214371,984.8516020525032,4212.2068932,False,False
WASP-132 d,d,WASP-132,12.8,1.15,1639.99458012,5.16,Msini,4.3,107.0,0.0363,1816.6,2.71,0.12,,,,,,,2024,Radial Velocity,Multiple Observatories,Multiple Telescopes,4686.0,0.758,0.789,-0.57512,4.56,7.2,2.602,0.15,33.0,K4 V,1,3,0,122.91,217.6091998,-46.159516,14h30m26.21s,-46d09m34.26s,13.35247,320.27182,-0.5487139182373473,-0.4227069777565745,-0.721270994071244,0,0,0,1,0,11.938,9.674,11.7538,11.1116,TIC 127530399,Gaia DR3 6099012478412247296,K,Gas Giant,Jovian,18.0,401 light-years,5.0 years,5.2 Jupiter masses,1.1 Jupiter radii,-67.44242769055235,-51.95491463606057,-88.6514178812966,400.87833959999995,False,False
Kepler-411 c,c,Kepler-411,4.421,0.3944152,26.4,0.08306327,Mass,1.7,838.0,56.0,7.834435,0.0739,0.108,88.61,0.20181,2.7856,0.0449,22.21,0.62,2016,Transit,Kepler,0.95 m Kepler Telescope,4974.0,0.82,0.87,-0.57899,4.6,0.212,1.94,0.21,10.4,K2 V,2,4,0,153.676,287.6057027,49.5233937,19h10m25.37s,+49d31m24.22s,17.40063,80.24936,0.1963412257582334,-0.6187322897639776,0.760671069958086,0,0,1,0,1,12.448,10.062,12.2327,11.6052,TIC 399954349,Gaia DR3 2132768956905956352,K,Neptune-like,Ice Giant,18.0,501 light-years,7.8 days,26 Earth masses,4.4 Earth radii,30.172934209622273,-95.08430336176902,116.89688734687881,501.22349455999995,False,False
Kepler-283 c,c,Kepler-283,1.82,0.162,3.97,0.0125,M-R relationship,3.62,240.0,0.949,92.743711,0.341,0.0,89.99,0.11051,6.279,0.029388,132.45,0.44,2014,Transit,Kepler,0.95 m Kepler Telescope,4351.0,0.566,0.596,-0.98297,4.721,3.09,0.06394,-0.17,,,1,2,0,468.094,293.6137413,47.838938,19h34m27.30s,+47d50m20.18s,13.09313,80.32004,0.2688685781055652,-0.615013764270463,0.7412609240108148,0,0,1,0,1,16.216,13.139,15.8753,15.0899,TIC 270695184,Gaia DR3 2128811951996688768,,Super-Earth,Super-Earth,65.0,1.5k light-years,3.1 months,4.0 Earth masses,1.82 Earth radii,125.85576819974644,-287.8842529724181,346.97979096391833,1526.7166666399999,True,False
Kepler-1086 b,b,Kepler-1086,2.44,0.21768222,6.53,0.0205,M-R relationship,2.47,433.0,9.157,18.78425728,0.1198,0.0,88.97,0.11529,3.2339,0.034021,36.6,0.658,2016,Transit,Kepler,0.95 m Kepler Telescope,4350.0,0.66,0.7,-0.85997,4.65,2.88,5.07372,0.06,,,2,2,0,466.084,295.251187,45.8429537,19h41m00.28s,+45d50m34.63s,11.19167,79.01712,0.2971725470281825,-0.6300621260668283,0.7174330593086234,0,0,1,0,0,16.002,12.941,15.5551,14.7736,TIC 271545939,Gaia DR3 2080018374737161984,,Sub-Neptune,Mini-Neptune,10.0,1.5k light-years,18.8 days,6.5 Earth masses,2.4 Earth radii,138.50736940908342,-293.6618759657316,334.38407001480044,1520.16093104,False,False
HD 158259 b,b,HD 158259,1.28228,0.11439756,2.22,0.00698487,Msini,6.12,1462.0,759.183,2.178,,,,0.011,2.098,,,,2020,Radial Velocity,Haute-Provence Observatory,1.93 m Telescope,5801.89,1.21,1.08,0.21233,4.25132,,0.72532,,20.0,G0,1,5,0,27.0498,261.3495847,52.7904721,17h25m23.90s,+52d47m25.70s,34.09023,80.13841,-0.0909548353403497,-0.5978523918697529,0.796429366274138,0,0,1,1,0,6.47915,4.965,6.30694,5.8961,TIC 188768068,Gaia DR3 1416050859226670848,G,Super-Earth,Lava World,50.0,88.2 light-years,2.2 days,2.2 Earth masses,1.28 Earth radii,-2.4603101049893916,-16.171787629598445,21.54325507184218,88.22454568799999,False,False
Kepler-1023 b,b,Kepler-1023,2.63,0.23463288,7.41,0.0233,M-R relationship,2.24,524.0,6.978,62.1387714,0.30284,0.0,89.52,0.08863,4.1578,0.027435,111.6,0.3162,2016,Transit,Kepler,0.95 m Kepler Telescope,5494.0,0.89,0.93,-0.1926,4.51,4.47,1.27,0.05,,,1,1,0,694.175,289.0297232,49.7697034,19h16m07.13s,+49d46m10.93s,16.63901,80.85082,0.2105886977885444,-0.6105648565126814,0.7634546197092357,0,0,1,0,0,14.7121,12.762,14.502,13.9669,TIC 299154193,Gaia DR3 2132678625152847232,,Sub-Neptune,Mini-Neptune,10.0,2.3k light-years,2.1 months,7.4 Earth masses,2.6 Earth radii,146.1854092873628,-423.8388592696906,529.9711106366586,2264.0934129999996,False,False
Kepler-1497 b,b,Kepler-1497,1.66,0.14809528,3.39,0.0107,M-R relationship,4.07,924.0,172.38,8.74199772,0.0817,0.0,89.91,0.02957,4.297,0.015542,16.02,0.025,2016,Transit,Kepler,0.95 m Kepler Telescope,5675.0,0.95,0.96,-0.0734,4.47,4.27,1.01784,0.01,,,1,1,0,1122.0,296.196155,45.6343124,19h44m47.08s,+45d38m03.52s,10.51126,79.14407,0.3086743925034329,-0.6274154796555916,0.7148915549236686,0,0,1,0,0,15.707,13.699,15.3761,14.8697,TIC 272275278,Gaia DR3 2080188249284118528,,Super-Earth,Super-Earth,20.0,3.7k light-years,8.7 days,3.4 Earth masses,1.66 Earth radii,346.33266838885174,-703.9601681735738,802.1083246243562,3659.47032,False,False
Kepler-981 b,b,Kepler-981,2.31,0.2060844,5.95,0.0187,M-R relationship,2.65,1103.0,337.471,4.469757736,0.0535,0.0,88.32,0.05928,1.8062,0.022303,19.33,0.0062,2016,Transit,Kepler,0.95 m Kepler Telescope,5718.0,0.96,0.98,-0.08124,4.47,4.07,6.84413,0.01,,,1,1,0,878.082,289.2489051,47.6501141,19h16m59.74s,+47d39m00.41s,15.68043,78.87682,0.2220860053150228,-0.6359956993671804,0.739044840743555,0,0,1,0,0,14.875,13.169,14.7044,14.2241,TIC 158984916,Gaia DR3 2127914132032810112,,Sub-Neptune,Lava World,10.0,2.9k light-years,4.5 days,6.0 Earth masses,2.3 Earth radii,195.00972371902583,-558.4563756917324,648.9419718497822,2863.91712792,False,False
K2-111 b,b,K2-111,1.82,0.1623698,5.58,0.01755664,Mass,5.0,1309.0,490.0,5.3518,0.0565,0.1,86.43,0.01184,3.38,0.01255,9.59,0.633,2017,Transit,K2,0.95 m Kepler Telescope,5775.0,1.25,0.84,0.27875,4.224,13.5,0.6,-0.46,29.2,G2,1,2,0,200.394,59.8903081,21.2985263,03h59m33.67s,+21d17m54.69s,-23.55083,170.97857,0.4673941830895598,0.8059830212589393,0.3632272663999155,0,0,1,1,0,11.13,9.377,10.9294,10.4561,TIC 14227229,Gaia DR3 53006669599267328,G,Super-Earth,Lava World,40.0,654 light-years,5.4 days,5.6 Earth masses,1.82 Earth radii,93.66298992604925,161.51416156216388,72.78856482294466,653.59705464,False,False
Kepler-436 c,c,Kepler-436,2.33,0.20786868,6.04,0.019,M-R relationship,2.62,503.0,14.52,16.79713874,0.11452,0.0,87.02,0.10238,3.238,0.030499,40.79,0.0491,2016,Transit,Kepler,0.95 m Kepler Telescope,4685.0,0.71,0.75,-0.701,4.62,4.07,2.34,0.02,,,1,2,0,588.867,301.7207775,44.4120856,20h06m52.99s,+44d24m43.51s,6.52188,80.05924,0.3755779491552288,-0.6076195568557862,0.6998140311788055,0,0,1,0,0,15.971,13.333,15.8616,15.1198,TIC 185408817,Gaia DR3 2081897989863673216,,Sub-Neptune,Mini-Neptune,10.0,1.9k light-years,16.8 days,6.0 Earth masses,2.3 Earth radii,221.1654601851921,-357.8071055869962,412.09738909816963,1920.6250525199998,False,False
HD 175167 b,b,HD 175167,12.3,1.09,4703.8604236,14.8,Mass,13.9,,,1175.0,2.4,0.51,60.0,,,,,,2009,Radial Velocity,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,5635.0,1.75,1.09,0.45593,4.09,,0.257726,0.28,,G5 IV/V,1,1,0,71.0863,285.0033888,-69.9450664,19h00m00.81s,-69d56m42.24s,-26.08807,325.36189,0.0887740605430317,-0.3312309395322089,-0.9393642695308952,0,0,0,1,0,8.01,6.288,7.82424,7.3506,TIC 467966544,Gaia DR3 6421118739093252224,G,Gas Giant,Brown Dwarf Candidate,20.0,232 light-years,3.2 years,14.8 Jupiter masses,1.1 Jupiter radii,6.310619499980114,-23.545981936868458,-66.77593027315407,231.85223262799997,False,False
Kepler-139 c,c,Kepler-139,3.38,0.302,13.0,0.04090257,Mass,8.702677,350.0,3.023,157.072878,0.586,0.0,90.0,0.05514,8.517,0.021105,150.72,0.83,2014,Transit,Kepler,0.95 m Kepler Telescope,5594.0,1.3,1.078,0.01598,4.247,5.1,0.96,0.35,,,1,5,0,391.038,282.3919451,43.8894167,18h49m34.07s,+43d53m21.90s,18.74477,73.37771,0.1546563251132082,-0.703889125938007,0.6932687209796113,0,0,1,1,1,12.775,11.167,12.677,12.1994,TIC 123450224,Gaia DR3 2105362903731391744,,Sub-Neptune,Mini-Neptune,25.0,1.3k light-years,5.2 months,13 Earth masses,3.4 Earth radii,60.47650005961871,-275.2473960285464,271.09441411442526,1275.39389928,False,False
Kepler-1743 b,b,Kepler-1743,1.59887007,0.14264188,3.18,0.01,M-R relationship,4.28,1144.0,515.0,7.649710178,0.084,0.0,77.52,0.00554,6.625,0.00731,7.55,0.571,2021,Transit,Kepler,0.95 m Kepler Telescope,5855.0,1.613,1.266,0.59938,4.125,3.72,0.02318,0.4,,,1,1,0,538.807,290.5523552,48.1262575,19h22m12.57s,+48d07m34.53s,15.07071,79.69274,0.2343316195957878,-0.6250067500574249,0.7446175222490204,0,0,1,0,0,12.062,10.562,11.9354,11.4927,TIC 290035649,Gaia DR3 2129407784218783488,,Super-Earth,Lava World,20.0,1.8k light-years,7.6 days,3.2 Earth masses,1.60 Earth radii,126.25951695954764,-336.75801197819095,401.205133310428,1757.35135892,False,False
K2-173 b,b,K2-173,1.60826194,0.14347952,3.22,0.0101,M-R relationship,4.25,,,5.868699,,,87.82563,0.02,2.825,0.017487,12.982789,,2018,Transit,K2,0.95 m Kepler Telescope,5580.0,0.843154,0.881538,-0.05981,4.52,,1.380947,-0.25,,,1,1,0,228.641,60.3752402,15.6251296,04h01m30.06s,+15d37m30.47s,-27.133,175.87462,0.4760498248617466,0.837156691512249,0.2693422323093161,0,0,1,0,0,12.523,10.299,12.1848,11.6182,TIC 242993844,Gaia DR3 39404267653786624,,Super-Earth,Super-Earth,20.0,746 light-years,5.9 days,3.2 Earth masses,1.61 Earth radii,108.8445080062146,191.40834310405214,61.58267733743434,745.7263399599999,False,False
WASP-154 b,b,WASP-154,10.76062147,0.96,198.96058278,0.626,Mass,0.88,994.0,162.0,3.811678,0.044,0.0,88.46,1.44,2.565,0.12,11.56,0.31,2025,Transit,SuperWASP,Canon 200mm f/1.8L,4774.0,0.823,0.8,-0.50063,4.47,,2.012,0.2,,,1,1,0,215.501,327.7191734,-8.6359458,21h50m52.60s,-08d38m09.40s,-43.56086,47.67047,0.8358553100557837,-0.5280143811018344,-0.1501556325989683,0,0,1,1,0,13.191,10.774,12.8344,12.2037,TIC 857186,Gaia DR3 2618260274650146048,,Gas Giant,Jovian,0.0,703 light-years,3.8 days,199 Earth masses,10.8 Earth radii,180.12765517233146,-113.78762714182642,-32.35868898071027,702.8694415599999,False,False
Kepler-583 b,b,Kepler-583,2.28,0.20340798,5.82,0.0183,M-R relationship,2.7,1017.0,178.699,6.5100253,0.0689,0.0,89.91,0.06028,3.3302,0.022924,15.367,0.1747,2016,Transit,Kepler,0.95 m Kepler Telescope,5523.0,0.91,0.94,-0.10059,4.5,4.47,1.52585,0.07,,,1,1,0,867.271,282.1113206,42.3545514,18h48m26.72s,+42d21m16.39s,18.40861,71.78308,0.1550487823742428,-0.7225413973788722,0.6737164122670987,0,0,1,0,0,14.883,13.09,14.7985,14.2619,TIC 123415040,Gaia DR3 2104755256054840192,,Sub-Neptune,Lava World,10.0,2.8k light-years,6.5 days,5.8 Earth masses,2.3 Earth radii,134.46931253849192,-626.6392002461719,584.2947065832989,2828.6564027599998,False,False
WASP-57 b,b,WASP-57,11.76945,1.05,204.68252,0.644,Mass,0.693,1338.0,702.385,2.83891856,0.03769,0.0,86.05,1.269,2.304,0.1182,8.7489,0.345,2012,Transit,SuperWASP,Canon 200mm f/1.8L,5600.0,0.927,0.886,-0.00509,4.452,2.6,1.568,-0.25,,G6,1,1,0,398.276,223.8199788,-2.0576866,14h55m16.79s,-02d03m27.67s,48.2726,353.50394,-0.7210535891231353,-0.6919483385925528,-0.0359056866199598,0,0,1,1,0,12.913,11.244,12.7293,12.2688,TIC 175772482,Gaia DR3 6340377202215639936,G,Gas Giant,Hot Jupiter,20.0,1.3k light-years,2.8 days,205 Earth masses,1.1 Jupiter radii,-287.17833926160586,-275.58641650128754,-14.300373244251109,1299.00107056,False,False
